Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
20191365L1789,2,1,0,18,0,8,0,0,0,0,4,1,6,1,30,6,-1,-1,-1,9,2,9
20191365M0290,1,9,0,4,0,0,0,0,0,0,1,1,6,1,42,7,1790,1,10,4,1,4
20191365M0290,2,9,0,4,0,0,0,0,0,0,2,1,6,2,35,6,998,1,13,-1,-1,-1
20191365M0511,1,21,0,18,0,8,0,0,0,0,3,1,1,1,25,5,9365,2,11,-1,-1,-1
20191365M0511,2,9,0,18,0,8,0,0,0,0,4,1,1,1,38,7,1798,1,10,-1,-1,-1
20191365N0276,1,9,0,4,0,1,0,0,0,0,2,1,2,1,31,6,1499,2,2,1,1,1
20191365N0276,2,9,0,4,0,1,0,0,0,0,2,1,2,1,31,6,1598,2,3,-1,-1,-1
20191365N0276,3,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,1364,2,12,-1,-1,-1
20191365N0403,1,9,0,7,0,8,0,0,0,0,1,1,6,2,30,6,1995,2,15,1,1,1
20191365N0871,1,9,0,18,0,1,0,0,0,0,1,1,4,1,19,4,998,1,13,1,1,1
20191365N0871,2,9,0,9,0,1,0,0,0,0,1,1,6,1,58,9,1582,2,6,1,1,1
20191365N1421,1,3,0,13,0,1,5,0,0,0,1,1,2,2,47,8,125,1,1,1,1,1
20191365N1421,2,9,0,9,0,5,0,0,0,0,3,1,2,1,38,7,1598,2,4,1,1,1
20191365N1785,1,9,0,18,0,0,0,0,0,0,1,1,6,1,24,5,1896,2,12,1,1,1
20191365O1083,1,9,0,18,0,0,0,0,1,7,4,1,6,1,32,6,1596,1,13,1,1,1
20191365O1084,1,3,0,18,0,0,5,4,0,0,1,1,6,1,23,5,125,1,4,4,1,4
20191365O1084,2,9,0,2,0,0,0,0,0,0,2,1,6,1,35,6,1956,2,8,-1,-1,-1
20191365O1537,1,9,0,18,0,2,0,0,0,0,1,1,6,2,20,4,1398,1,8,2,1,2
20191365O1537,2,9,0,18,0,8,0,7,0,1,2,1,6,2,37,7,998,1,5,1,1,1
20191365O1925,1,9,0,10,0,1,0,0,0,0,4,1,6,1,41,7,1598,1,13,7,3,7
20191365O1925,2,9,0,18,0,1,1,7,0,0,1,1,6,1,28,6,2204,2,14,1,1,1
20191365P0128,1,9,0,18,0,0,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
20191365P0612,1,9,0,10,0,1,0,0,0,0,3,1,6,1,70,10,1991,2,10,6,1,6
20191365P0612,2,1,0,18,0,1,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,7,-1,7
20191365R0356,1,9,0,17,0,0,2,0,0,0,0,1,1,1,24,5,998,1,20,1,1,1
20191365R1242,1,9,0,7,0,5,0,0,0,0,1,1,6,3,-1,-1,2835,2,21,-1,-1,-1
20191365R1242,2,9,0,2,0,2,0,0,0,0,3,1,6,2,30,6,1896,2,17,2,1,2
20191365T0746,1,8,0,18,0,0,0,0,0,0,1,1,1,1,48,8,1797,8,9,4,1,4
20191365T1152,1,9,0,18,0,0,0,0,0,0,1,1,6,1,32,6,1149,1,14,1,1,1
20191365T1256,1,9,5,18,0,0,0,0,0,0,3,1,6,1,68,10,1997,2,12,10,1,10
20191365T1256,2,19,0,18,0,0,0,0,0,0,3,1,1,1,35,6,2464,2,13,2,1,2
20191365T1463,1,9,0,4,0,0,2,0,2,0,1,1,1,1,25,5,-1,-1,-1,6,2,6
20191365T1463,2,9,0,4,0,0,0,0,0,0,2,1,6,2,40,7,1248,2,4,9,1,9
20191365T1471,1,19,0,18,0,1,0,0,0,0,3,1,6,1,-1,-1,1968,2,5,-1,-1,-1
20191365T1471,2,9,0,9,0,6,0,0,0,0,1,1,6,2,42,7,1968,2,2,-1,-1,-1
20191365U0177,1,9,0,17,0,8,1,11,0,0,4,1,2,1,22,5,1900,2,13,1,1,1
20191365U0177,2,19,0,2,0,8,1,0,0,0,1,1,6,3,-1,-1,1995,2,3,-1,-1,-1
20191365U0177,3,9,0,2,0,8,1,0,0,0,1,1,6,3,-1,-1,998,1,11,-1,-1,-1
20191365U0836,1,9,0,9,0,5,0,0,0,0,1,1,6,2,20,4,1229,1,10,1,1,1
20191365U0836,2,9,0,18,0,8,0,0,0,0,1,1,6,1,39,7,1598,2,8,1,1,1
20191365U1055,1,21,1,1,0,0,0,0,0,0,2,1,1,1,50,8,12809,2,2,1,1,1
20191365U1055,2,9,0,18,0,0,0,0,0,0,1,1,6,1,50,8,1968,2,15,1,1,1
20191365U1204,1,9,0,18,0,0,0,0,0,0,1,1,6,1,17,4,1198,1,13,1,1,1
20191365U1204,2,9,0,2,0,0,0,0,0,0,4,1,6,2,44,7,1332,1,1,8,1,8
20191365U1415,1,1,0,18,0,4,0,0,0,0,1,1,2,1,28,6,-1,-1,-1,7,1,7
20191365U1415,2,9,0,9,0,8,0,0,0,0,4,1,2,2,21,5,999,1,1,9,1,9
20191365V1242,1,21,1,3,0,1,0,0,0,0,3,1,6,1,40,7,-1,-1,-1,-1,-1,-1
20191365V2099,1,8,0,9,0,6,0,0,0,0,1,1,1,1,46,8,1598,2,8,1,1,1
20191365V2099,2,9,0,18,0,8,0,0,0,0,4,1,6,1,57,9,1560,2,9,2,1,2
2019136610440,1,19,0,18,0,0,0,0,5,6,3,1,1,1,32,6,1998,2,16,1,1,1
2019136611750,1,9,0,9,0,8,0,0,1,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136621193,1,9,0,4,0,0,0,0,0,0,2,1,6,2,30,6,1598,2,3,5,1,5
2019136621193,2,9,0,18,0,0,0,0,0,0,1,1,6,2,31,6,1598,1,5,4,1,4
2019136621479,1,9,0,9,0,8,0,0,0,0,1,1,6,1,22,5,1229,1,12,1,1,1
2019136621479,2,9,0,18,0,8,0,0,0,0,4,1,6,2,20,4,1329,1,5,1,1,1
2019136621604,1,9,0,18,0,1,0,0,0,0,1,1,6,1,21,5,1229,1,10,-1,-1,-1
2019136630447,1,8,0,1,0,0,0,0,0,0,2,1,1,1,45,7,-1,-1,-1,-1,-1,-1
2019136631364,1,9,0,18,0,8,0,0,0,0,3,1,6,1,47,8,1910,2,9,1,1,1
2019136631417,1,9,0,18,0,0,0,0,0,10,1,1,2,2,53,8,1496,1,-1,3,1,3
2019136641023,1,2,0,18,0,0,0,0,0,0,1,1,6,1,63,9,124,1,4,3,1,3
2019136651245,1,5,0,18,0,1,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,6,1,6
2019136651245,2,9,0,18,0,1,0,0,0,0,1,1,6,1,24,5,-1,-1,-1,7,1,7
2019136660009,1,9,0,18,0,0,0,0,0,0,1,1,6,2,21,5,1968,2,9,3,1,3
2019136660009,2,8,0,2,0,0,0,0,1,10,4,1,6,1,-1,-1,1797,8,5,-1,-1,-1
2019136660376,1,9,0,6,0,1,0,0,0,0,1,1,1,2,41,7,1598,2,8,2,1,2
2019136660376,2,1,0,18,4,1,0,0,0,0,3,1,6,1,28,6,-1,-1,-1,8,-1,8
2019136660499,1,9,0,18,0,0,0,0,2,0,1,1,6,1,28,6,1997,8,-1,2,1,2
2019136660499,2,9,0,18,0,0,0,0,0,0,2,1,6,2,55,8,1499,2,3,7,1,7
2019136660499,3,9,0,18,0,0,0,0,0,0,2,1,6,1,65,9,1998,2,12,3,1,3
2019136661010,1,9,0,18,0,0,0,4,0,0,1,1,6,2,57,9,1497,8,4,2,1,2
2019136661010,2,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1968,2,7,-1,-1,-1
2019136661010,3,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1896,2,11,-1,-1,-1
2019136661437,1,9,0,9,0,5,0,0,0,0,1,1,6,2,40,7,1984,2,11,3,1,3
2019136671287,1,8,0,18,0,8,0,0,3,11,1,1,6,1,88,11,-1,3,1,6,1,6
2019136671321,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136671321,2,9,0,4,0,1,0,0,0,0,2,1,6,1,18,4,-1,-1,-1,1,1,1
2019136671615,1,9,0,18,0,0,1,0,1,0,1,1,6,2,23,5,1229,1,10,1,1,1
2019136681094,1,9,0,9,0,8,0,0,0,0,4,1,6,2,39,7,2993,2,10,1,1,1
2019136681094,2,9,0,18,0,8,0,0,0,0,1,1,6,1,21,5,1598,2,7,1,1,1
2019136690670,1,9,0,5,0,6,0,0,0,0,3,1,6,1,80,11,1590,1,15,3,1,3
2019136690670,2,1,0,18,0,1,0,0,0,0,1,1,6,1,41,7,-1,-1,-1,-1,-1,-1
2019136691236,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,3189,1,13,-1,-1,-1
2019136691236,2,9,0,18,0,8,0,0,0,0,3,1,6,1,46,8,2000,2,14,1,1,1
2019136691599,1,9,0,18,0,1,0,0,0,0,1,1,1,1,47,8,1968,2,6,3,1,3
20191366B1479,1,9,0,18,0,1,0,0,0,0,1,1,6,2,27,6,1461,2,13,1,1,1
20191366B1479,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,1598,2,2,-1,-1,-1
20191366B1575,1,9,0,18,0,0,1,7,0,0,4,1,6,2,47,8,1490,1,10,-1,-1,-1
20191366B1575,2,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
20191366C0242,1,9,0,8,0,1,0,4,0,0,4,1,1,2,39,7,1968,2,6,10,1,10
20191366C0242,2,9,0,3,0,1,0,0,0,0,1,1,1,2,56,9,1197,1,3,1,1,1
20191366C0242,3,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,1840,1,20,10,1,10
20191366C0713,1,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
20191366C1179,1,9,0,18,0,6,0,0,0,0,1,1,6,1,-1,-1,1332,1,20,3,1,3
20191366C1179,2,1,0,18,0,8,5,0,0,0,1,1,6,1,36,7,-1,-1,-1,1,1,1
20191366D1353,1,9,0,9,0,4,0,0,0,0,3,1,6,1,22,5,1198,1,9,-1,-1,-1
20191366D1353,2,9,0,18,0,1,0,0,0,0,1,1,6,2,22,5,1900,2,13,-1,-1,-1
20191366D1809,1,9,0,9,0,2,0,0,0,0,0,2,6,3,29,6,1395,1,1,1,1,1
20191366D1809,2,11,0,18,0,1,0,0,0,0,0,2,1,1,64,9,7300,2,6,9,1,9
20191366E0971,1,9,0,18,0,1,0,0,0,0,1,1,6,2,24,5,1598,1,9,7,1,7
20191366E0971,2,9,0,7,0,6,0,0,0,0,3,1,6,2,20,4,1242,1,10,-1,-1,-1
20191366F1162,1,9,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1598,2,6,1,1,1
20191366F1162,2,9,0,3,0,0,0,0,0,0,2,1,6,1,44,7,2143,2,3,1,1,1
20191366F1162,3,9,0,3,0,0,0,0,0,0,2,1,6,1,44,7,1995,2,13,-1,-1,-1
20191366F1799,1,19,0,9,0,5,0,0,0,0,1,1,6,1,41,7,1598,2,3,8,1,8
20191366G0429,1,9,0,18,0,2,5,0,7,2,1,1,2,1,20,4,1368,1,14,9,3,9
20191366G1167,1,9,0,4,0,1,0,0,0,0,1,1,6,1,36,7,1595,1,1,1,1,1
20191366G1167,2,9,0,4,0,1,0,0,0,0,2,1,6,1,52,8,1598,2,6,1,1,1
20191366G1699,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
20191366G1699,2,9,0,7,0,5,0,0,0,0,2,1,6,2,31,6,1598,1,12,2,1,2
20191366H0553,1,19,0,18,0,1,1,0,0,0,1,1,6,1,40,7,1461,2,11,2,1,2
20191366H0553,2,9,0,4,0,2,0,0,0,0,2,1,1,1,37,7,1598,2,6,1,1,1
20191366H1573,1,9,0,18,0,0,1,0,0,0,1,1,6,3,-1,-1,1968,2,12,-1,-1,-1
20191366H1573,2,9,0,18,0,0,0,0,0,0,3,1,6,1,39,7,998,1,2,3,1,3
20191366H1644,1,9,0,18,0,1,0,0,0,0,1,1,6,2,21,5,1598,2,2,3,1,3
20191366H1644,2,9,0,9,0,7,0,0,0,0,3,1,6,1,22,5,2993,2,2,9,2,9
20191366H1856,1,9,0,4,0,0,0,0,0,0,1,1,6,3,-1,-1,1398,1,7,-1,-1,-1
20191366H1856,2,9,0,3,0,0,0,0,0,0,2,1,6,2,34,6,1242,8,-1,8,1,8
20191366I1463,1,9,0,4,0,8,0,0,0,0,1,1,6,2,26,6,1968,2,7,1,1,1
20191366I1463,2,9,0,3,0,8,0,0,0,0,2,1,6,2,38,7,1995,2,7,1,1,1
20191366J1024,1,9,0,7,0,4,0,0,0,0,4,1,6,1,41,7,1998,2,16,5,1,5
20191366J1024,2,9,0,18,0,4,0,0,0,0,1,1,1,1,49,8,2993,2,3,6,3,6
20191366J1784,1,9,0,18,0,0,0,0,0,0,1,1,6,2,39,7,1685,2,6,7,1,7
20191366J1784,2,9,0,2,0,0,0,0,0,0,3,1,6,2,47,8,1149,1,15,7,1,7
20191366J2150,1,9,0,12,0,1,0,0,0,0,1,1,6,1,20,4,1390,1,16,5,2,5
20191366K1178,1,9,0,2,0,0,0,0,0,0,1,1,6,1,40,7,2720,2,13,-1,-1,-1
20191366K1178,2,19,0,2,0,0,0,0,0,0,1,1,6,1,49,8,2287,2,7,-1,-1,-1
20191366L0782,1,9,0,18,0,0,0,0,0,0,4,1,6,1,53,8,1560,2,9,1,1,1
20191366L0945,1,19,0,4,0,0,0,0,0,0,0,1,1,1,56,9,1870,2,16,6,1,6
20191366L1023,1,19,0,9,0,8,0,0,0,0,1,1,6,1,51,8,2151,2,17,9,1,9
20191366L1023,2,8,0,18,0,8,0,0,0,0,4,1,1,1,29,6,2143,2,5,1,1,1
20191366L1283,1,9,0,18,0,0,0,0,0,0,3,1,6,1,48,8,1896,2,13,3,1,3
20191366L1283,2,21,1,1,0,0,0,0,0,0,1,1,6,1,41,7,11120,2,1,-1,-1,-1
20191366L1405,1,9,0,18,0,8,0,0,0,0,1,1,6,1,61,9,-1,-1,-1,3,1,3
20191366L1405,2,11,0,18,0,8,0,0,0,0,1,1,1,1,53,8,-1,-1,-1,2,1,2
20191366M1001,1,9,0,18,0,0,0,0,0,0,1,1,6,1,85,11,1332,1,-1,3,1,3
20191366M1340,1,1,0,18,0,8,0,0,0,0,1,1,6,1,44,7,-1,-1,-1,6,1,6
20191366M1340,2,9,0,18,0,4,0,0,0,0,3,1,6,2,81,11,1197,1,4,6,1,6
20191366M1400,1,9,0,18,0,0,0,0,0,0,3,1,1,1,39,7,1797,8,7,1,1,1
20191366N0605,1,9,0,18,0,0,0,0,0,0,2,1,6,1,66,10,1461,2,2,1,1,1
20191366N0605,2,9,0,18,0,0,0,0,0,0,1,1,6,2,34,6,-1,-1,-1,2,1,2
20191366O0099,1,9,0,18,0,0,0,4,0,0,1,1,6,1,49,8,1587,7,21,1,1,1
20191366O0099,2,9,0,2,0,0,0,4,0,0,1,1,6,3,-1,-1,1248,2,11,-1,-1,-1
20191366O0099,3,19,0,2,0,0,0,4,0,0,2,1,6,3,-1,-1,2143,2,7,-1,-1,-1
20191366O0885,1,9,0,18,0,8,0,0,0,0,3,1,6,2,69,10,1798,1,7,9,1,9
20191366O0885,2,9,0,4,0,1,0,0,0,0,1,1,2,1,38,7,799,2,7,5,1,5
20191366P0955,1,9,0,9,0,6,1,0,3,0,1,1,6,1,82,11,998,1,1,2,1,2
20191366P0955,2,9,0,18,0,8,1,0,7,0,1,1,1,1,35,6,2993,2,3,-1,-1,-1
20191366P1342,1,9,0,18,0,6,0,0,0,0,3,1,6,1,45,7,1398,1,16,1,1,1
20191366P1342,2,9,0,18,0,1,0,0,0,0,1,1,6,1,26,6,1968,2,13,-1,-1,-1
20191366P1484,1,8,0,18,0,4,0,0,0,0,1,1,1,1,59,9,1796,1,10,2,1,2
20191366P1484,2,9,0,3,0,4,0,0,0,0,2,1,2,1,34,6,1461,2,5,6,1,6
20191366P1484,3,9,0,3,0,4,0,0,0,0,2,1,6,1,44,7,-1,-1,-1,1,1,1
20191366Q1384,1,9,0,14,0,0,0,0,0,0,1,1,6,1,25,5,1968,2,9,1,1,1
20191366Q1384,2,9,0,6,0,0,0,0,0,0,3,1,6,2,24,5,1390,1,7,3,1,3
20191366Q1409,1,9,0,5,0,1,0,0,0,0,1,1,2,1,60,9,1461,2,5,9,2,9
20191366Q1409,2,1,0,3,0,1,0,0,0,0,2,1,2,1,60,9,-1,-1,-1,10,1,10
20191366Q1555,1,9,0,16,0,0,0,0,0,0,1,1,6,1,26,6,1240,1,14,1,1,1
20191366R0138,1,9,0,18,0,0,0,0,1,11,1,1,6,1,60,9,2179,2,6,4,1,4
20191366R1011,1,9,0,7,0,6,0,0,0,0,1,1,2,1,54,8,1798,1,15,7,1,7
20191366R1060,1,9,0,18,0,1,0,0,0,0,4,1,6,2,-1,-1,1242,1,7,8,1,8
20191366R1060,2,1,0,18,0,1,0,0,0,0,3,1,6,1,47,8,-1,-1,-1,5,1,5
20191366R1382,1,9,0,9,0,6,0,0,0,0,3,1,6,2,33,6,1461,2,3,8,1,8
20191366R1382,2,1,0,18,0,8,0,0,0,0,1,1,6,1,57,9,-1,-1,-1,9,2,9
20191366R1569,1,1,0,18,0,0,0,0,0,0,1,1,6,1,6,2,-1,-1,-1,5,1,5
20191366R1569,2,9,0,18,0,0,0,0,0,0,4,1,6,1,27,6,1388,1,15,7,1,7
20191366S0523,1,9,0,7,0,6,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
20191366S0523,2,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1149,1,13,7,1,7
20191366S0694,1,9,0,18,0,0,0,0,0,0,4,1,6,2,48,8,1560,2,4,3,1,3
20191366S0754,1,19,0,1,0,2,0,0,0,0,2,1,1,1,32,6,1598,2,1,3,1,3
20191366S1199,1,9,0,18,0,8,0,0,0,0,3,1,6,1,79,11,1242,1,12,6,1,6
20191366S1248,1,9,0,4,0,6,0,0,0,0,1,1,2,2,26,6,1296,1,12,4,1,4
20191366S1248,2,9,0,18,0,1,0,0,0,0,1,1,2,2,56,9,998,1,7,8,1,8
20191366S1336,1,9,0,9,0,2,0,0,0,0,3,1,6,2,38,7,2179,2,12,7,1,7
20191366S1336,2,5,0,13,0,1,0,0,0,0,1,1,6,1,44,7,1050,1,-1,9,1,9
20191366S1375,1,9,0,18,0,0,0,0,0,0,1,1,6,1,28,6,-1,-1,-1,-1,-1,-1
20191366S1523,1,9,0,18,0,0,0,0,0,0,1,1,6,1,45,7,1197,1,1,-1,-1,-1
20191366T1728,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1461,2,16,-1,-1,-1
20191366T2300,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
20191366U0475,1,5,0,18,0,8,0,0,1,10,1,1,6,1,45,7,599,1,20,1,1,1
20191366U1260,1,8,0,1,0,0,0,0,0,0,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136710299,1,9,0,18,0,1,0,0,0,0,4,1,1,1,49,8,1598,1,12,9,2,9
2019136720426,1,9,0,1,0,8,1,0,0,0,2,1,6,2,85,11,998,1,2,4,1,4
2019136720426,2,9,0,18,0,8,0,0,0,0,3,1,2,1,51,8,2191,2,1,7,1,7
2019136721083,1,9,0,13,0,1,1,4,0,0,4,1,6,1,18,4,1896,2,13,1,1,1
2019136721083,2,9,0,9,0,5,0,0,0,0,3,1,6,1,31,6,1390,1,17,1,1,1
2019136721083,3,9,0,2,0,1,0,4,0,0,2,1,6,1,31,6,2993,2,9,-1,-1,-1
2019136721083,4,9,0,2,0,1,0,4,0,0,2,1,6,2,30,6,1797,8,6,-1,-1,-1
2019136721083,5,9,0,2,0,1,0,0,0,0,2,1,6,1,35,6,2720,2,13,-1,-1,-1
2019136721186,1,9,0,18,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019136722146,1,9,0,18,0,0,0,0,0,0,1,1,6,1,28,6,1395,1,3,2,1,2
2019136722146,2,9,0,18,0,0,0,0,0,0,1,1,6,1,48,8,1598,1,15,1,1,1
2019136731141,1,1,0,18,0,1,5,0,0,0,1,1,6,1,13,3,-1,-1,-1,2,1,2
2019136731141,2,9,0,3,0,1,0,0,0,0,4,1,6,2,44,7,1798,1,14,1,1,1
2019136741272,1,9,0,18,0,2,5,4,0,0,1,1,6,2,38,7,2231,2,12,3,1,3
2019136741272,2,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,1197,1,9,-1,-1,-1
2019136741352,1,3,0,18,0,8,5,0,0,0,1,1,2,1,27,6,123,1,3,1,1,1
2019136741352,2,9,0,9,0,8,0,0,0,0,3,1,6,2,55,8,1242,1,5,4,1,4
2019136741588,1,9,0,18,0,8,0,0,0,0,4,1,1,1,28,6,2497,2,6,5,1,5
2019136741588,2,9,0,9,0,8,0,0,0,0,1,1,6,3,-1,-1,1896,2,13,-1,-1,-1
2019136750836,1,9,0,9,0,1,0,0,0,0,4,1,6,1,36,7,1560,2,13,2,1,2
2019136750836,2,3,0,15,0,1,0,0,0,0,1,1,6,1,21,5,-1,-1,-1,-1,-1,-1
2019136751011,1,9,0,18,0,0,0,0,0,11,1,1,6,1,21,5,1242,1,12,8,1,8
2019136760572,1,9,0,9,0,2,0,0,0,0,1,1,6,1,18,4,1364,1,12,8,1,8
2019136760572,2,1,0,18,0,1,0,0,0,0,1,1,6,1,21,5,-1,-1,-1,7,1,7
2019136760928,1,9,0,7,0,1,0,0,0,0,4,1,6,1,50,8,1997,2,5,3,1,3
2019136760928,2,1,0,18,0,8,0,0,0,0,1,1,2,1,44,7,-1,-1,-1,-1,-1,-1
2019136761795,1,9,0,18,0,1,0,0,0,0,3,1,6,1,48,8,1995,2,14,5,1,5
2019136761795,2,9,0,7,0,6,0,0,0,0,1,1,6,2,31,6,1896,2,13,3,1,3
2019136761899,1,9,0,18,0,8,0,0,0,0,4,1,6,2,19,4,1400,2,12,1,1,1
2019136761899,2,9,0,18,0,8,1,10,8,11,3,1,6,2,30,6,1984,1,12,1,1,1
2019136771141,1,8,0,1,0,8,0,0,0,0,4,1,1,1,30,6,1968,2,9,6,1,6
2019136780284,1,90,0,18,0,8,0,0,0,0,4,1,1,2,24,5,2287,2,-1,8,1,8
2019136780284,2,9,0,18,0,8,0,0,0,0,1,1,2,2,63,9,1242,8,-1,5,1,5
2019136780691,1,9,0,9,0,8,0,0,0,0,4,1,6,1,51,8,1598,2,6,1,1,1
2019136780691,2,8,0,18,0,8,0,0,0,0,4,1,1,1,31,6,1798,8,1,1,1,1
2019136781221,1,9,0,7,9,6,0,0,1,10,4,1,6,1,79,11,1560,2,10,4,2,4
2019136781687,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1796,1,11,-1,-1,-1
2019136781738,1,9,0,18,0,0,0,0,0,0,1,1,6,1,21,5,1560,2,7,1,1,1
2019136781866,1,9,0,18,0,0,0,0,0,0,1,1,6,1,25,5,1598,2,7,1,1,1
2019136781866,2,9,0,3,0,0,0,0,0,0,2,1,6,2,59,9,1086,1,12,6,1,6
2019136791086,1,8,0,18,0,0,0,0,0,0,1,1,1,1,48,8,1798,1,9,2,1,2
20191367A1066,1,9,0,9,0,8,0,0,0,0,1,1,6,1,47,8,1598,2,5,1,1,1
20191367A1066,2,9,0,18,0,8,0,0,0,0,1,1,6,2,39,7,1598,1,6,10,1,10
20191367A1239,1,1,0,5,0,0,0,0,0,0,3,1,6,1,7,2,-1,-1,-1,1,1,1
20191367A1239,2,21,0,18,0,0,0,0,0,0,4,1,1,1,72,10,12902,2,6,3,1,3
20191367A1456,1,4,0,18,0,8,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,-1,-1,-1
20191367A1456,2,9,0,9,0,5,0,0,0,0,3,1,2,2,48,8,2143,12,4,8,1,8
20191367A2161,1,9,0,18,0,2,1,0,1,4,3,1,6,1,22,5,1248,2,12,1,1,1
20191367B1654,1,9,0,18,0,1,0,0,0,0,4,1,6,1,41,7,2143,2,2,3,1,3
20191367B1654,2,1,0,18,0,1,5,0,0,0,1,1,6,1,55,8,-1,-1,-1,9,2,9
20191367B1814,1,9,0,9,0,8,0,0,0,0,4,1,6,1,47,8,1596,1,15,7,1,7
20191367B1814,2,9,0,2,0,2,0,0,0,0,3,1,6,3,-1,-1,1968,2,5,-1,-1,-1
20191367C1391,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
20191367C1391,2,9,0,9,0,5,0,0,0,0,3,1,6,2,25,5,1499,1,3,5,1,5
20191367D0367,1,9,0,18,0,2,0,0,0,0,1,2,1,1,48,8,2993,2,2,1,1,1
20191367D0367,2,9,0,18,0,2,0,0,0,0,2,2,1,1,45,7,2993,2,2,1,1,1
20191367E0365,1,9,0,18,0,0,2,0,1,11,1,1,6,1,30,6,2184,2,19,7,2,7
20191367E0365,2,9,0,2,0,0,0,0,0,0,1,1,6,1,29,6,-1,-1,-1,1,1,1
20191367E0365,3,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,1398,1,4,1,1,1
20191367E0456,1,19,0,18,0,8,0,0,0,0,3,1,6,1,21,5,-1,-1,-1,2,1,2
20191367E0456,2,19,0,18,0,8,0,0,1,0,1,1,1,1,68,10,1598,2,8,2,1,2
20191367E0915,1,9,0,18,0,1,0,0,0,0,1,1,6,1,68,10,1364,1,2,1,1,1
20191367F0276,1,9,0,16,0,1,0,0,1,4,1,1,2,2,35,6,1499,1,1,7,1,7
20191367F0276,2,9,0,3,0,1,0,0,0,0,2,1,2,2,48,8,1598,1,13,2,1,2
20191367G0777,1,8,0,1,0,1,0,0,0,0,2,1,6,1,54,8,1968,2,3,4,1,4
20191367H1500,1,9,0,9,0,6,0,0,0,0,3,1,6,1,43,7,1598,2,5,8,1,8
20191367H1500,2,9,0,18,0,8,0,0,1,4,1,1,6,1,33,6,1968,2,-1,8,1,8
20191367I1571,1,9,0,7,0,5,0,0,0,0,1,1,6,1,-1,-1,1984,1,2,-1,-1,-1
20191367I1571,2,9,0,3,0,6,0,0,0,0,1,1,6,1,30,6,1995,2,2,-1,-1,-1
20191367J1797,1,9,0,18,0,0,0,0,0,0,1,1,6,1,21,5,1299,1,15,1,1,1
20191367K0938,1,9,0,18,0,0,0,0,0,0,1,1,6,2,79,11,1560,2,11,10,1,10
20191367K1310,1,9,0,9,0,6,0,0,3,0,1,1,6,1,18,4,1582,2,11,1,1,1
20191367K1310,2,9,0,18,0,8,0,0,0,0,4,1,6,2,27,6,1598,2,5,5,1,5
20191367L0347,1,9,0,18,0,0,1,0,7,4,1,1,6,1,21,5,1242,1,11,1,1,1
20191367L0846,1,9,0,18,0,8,0,0,0,0,3,1,6,1,38,7,1461,2,8,-1,-1,-1
20191367L0846,2,9,0,18,0,8,0,0,0,0,1,1,6,1,52,8,998,1,3,-1,-1,-1
20191367M1656,1,9,0,18,0,0,0,0,0,11,4,1,6,2,56,9,2179,2,4,5,1,5
20191367N0378,1,9,0,18,0,8,0,0,0,0,1,1,6,1,20,4,1968,2,2,1,1,1
